dockernet-relayer-gaia-1  | ts=2023-09-05T11:48:27.726763Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135436 fees=1564ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1382 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=DA38F0DBDBCD28B0E28E6620008F02DB57806EE54ACD32AA1C588B9FAD3AFA19
dockernet-relayer-gaia-1  | ts=2023-09-05T11:48:49.011326Z lvl=warn msg="Error querying block data" chain_name=gaia chain_id=GAIA error="RPC error -32603 - Internal error: could not find results for height #2159"
dockernet-relayer-gaia-1  | ts=2023-09-05T11:49:02.424278Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=109492 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1404 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=F16C3B21D0E26C6F01A0A2F92CE3AE5BC7C79CDDC578CCE08816076829A5B277
dockernet-relayer-gaia-1  | ts=2023-09-05T11:49:03.214944Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169296 fees=1902uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=2173 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=2B7EF257F600807801E9873B97206E8C45E8077EEB9E62BC366FFA9AB18918FD
dockernet-relayer-gaia-1  | ts=2023-09-05T11:49:07.122025Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135371 fees=1563ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1407 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=AD590A1F3E68EC1BAC5E258ED975B7BDA43B290E591995A9DC585419A0BCC8E4
dockernet-relayer-gaia-1  | ts=2023-09-05T11:49:42.753042Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=106678 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1430 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=B39D0C1717BC19B95BE861BE4F68B50741F763F6BD8363D16397343884011BE1
dockernet-relayer-gaia-1  | ts=2023-09-05T11:49:43.652100Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169523 fees=1904uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=2213 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=BB2FD1392D58CCE14DF29F7950ACBA5CA6BFE1DA34A32BB4ADAA48BA05BBCB24
dockernet-relayer-gaia-1  | ts=2023-09-05T11:49:47.147820Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135433 fees=1564ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1433 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=9CE423D24F48AD7663E311AD77A40976437BC35F349C9A91A6F9F0757BD425DD
dockernet-relayer-gaia-1  | ts=2023-09-05T11:50:22.979426Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=106631 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1456 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=49ECC961346EAAEABB37E4CEE0EC6BEDAB008ECC2B4DFEAE3079437B33E3DC3D
dockernet-relayer-gaia-1  | ts=2023-09-05T11:50:24.087244Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169560 fees=1905uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=2253 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=E4150E032EAA18BFEDD7F7B7362E4950D9CB89C7493698979FEE1E411E111DF0
dockernet-relayer-gaia-1  | ts=2023-09-05T11:50:27.584032Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135371 fees=1563ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1459 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=0801A70E8D24F19F4917F1AD389B156190B80C1609C8E428654C2FF272E99DAC
dockernet-relayer-gaia-1  | ts=2023-09-05T11:51:03.510427Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=109536 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1482 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=C2D4B4CB951B5071780684A906403DED05AA31BCC23457AD1A5CF281E006D6AC
dockernet-relayer-gaia-1  | ts=2023-09-05T11:51:04.601614Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169237 fees=1901uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=2293 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=6C518870094E6B5631347B6D5A34FD6C593E9BD2DD18661E65AC0F68995A4DDC
dockernet-relayer-gaia-1  | ts=2023-09-05T11:51:08.286009Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135513 fees=1565ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1485 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=187563092437258BC8332E2219C8585133B25A124DAD56A198BCA531E20620FC
dockernet-relayer-gaia-1  | ts=2023-09-05T11:51:42.420000Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=109542 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1507 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=389AD67BD9465203DF879CC6CE550A61453611817D0D3425D931F859D1A5E856
dockernet-relayer-gaia-1  | ts=2023-09-05T11:51:44.007877Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169436 fees=1903uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=2332 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=7841FA8D1692E3E031EEA6837F6BFE080ACEE8F453B8FEEFBD029CE70A334288
dockernet-relayer-gaia-1  | ts=2023-09-05T11:51:47.104124Z lvl=warn msg="Error querying block data" chain_name=stride chain_id=STRIDE error="RPC error -32603 - Internal error: could not find results for height #1510"
dockernet-relayer-gaia-1  | ts=2023-09-05T11:51:47.191738Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135516 fees=1565ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1510 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=D9CB0EE0725AB57155D543E228EA80DF87CEC5C1D94A00175479659535EECCD1
dockernet-relayer-gaia-1  | ts=2023-09-05T11:52:23.357418Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=109545 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1533 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=E9AF4003CA54F89EEE8C1991F90C4564CA329181C816B161AEFBE8FD10F7C1F1
dockernet-relayer-gaia-1  | ts=2023-09-05T11:52:24.626992Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169236 fees=1901uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=2372 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=3847E9D0933C2EC71C307A2AFD4073CE4E275231962F7A6213D5AA0E10C81D19
dockernet-relayer-gaia-1  | ts=2023-09-05T11:52:28.135406Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135953 fees=1571ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1536 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=59DA1B4D93D83ABFCCDA0D6187BB3F93260FD11DE642971D250A91180F2732DB
dockernet-relayer-gaia-1  | ts=2023-09-05T11:53:04.162845Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169420 fees=1903uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=2411 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=752D0E76EA7DF0981D718F0A73D6812896CE46E085E98A86D3768CF3F936FFE4
dockernet-relayer-gaia-1  | ts=2023-09-05T11:53:04.293201Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=109542 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1559 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=E597E980854FA0D74657B35878EFCCCA3016C70CA2A6E3899ACD182B9BB9AFFD
dockernet-relayer-gaia-1  | ts=2023-09-05T11:53:05.946747Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135956 fees=1571ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1560 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=98A9BB288A076DABAA1647C29279D056931B0500637701BD23D4BD8C1840C469
dockernet-relayer-gaia-1  | ts=2023-09-05T11:53:16.146298Z lvl=warn msg="Error querying block data" chain_name=gaia chain_id=GAIA error="RPC error -32603 - Internal error: could not find results for height #2423"
dockernet-relayer-gaia-1  | ts=2023-09-05T11:53:43.269998Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=109545 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1584 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=89AF5F6475C69AA30ACC6ED7F2F0DCA5FC5740F4CD99BE8EC58E819937CCAA6E
dockernet-relayer-gaia-1  | ts=2023-09-05T11:53:43.476129Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169664 fees=1906uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=2450 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=005C47206F42377909E357FF5DCE4832AC8BD4BD9F2BDA1F9595996D8AF3B6EE
dockernet-relayer-gaia-1  | ts=2023-09-05T11:53:46.373203Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135956 fees=1571ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1586 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=5C7B91094587C6124CEE7507A31AF4B21E43A2463B4609FF61CB43E11C1E0825
dockernet-relayer-gaia-1  | ts=2023-09-05T11:54:22.303846Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE gas_used=109545 fees=1227ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1609 msg_types=/ibc.core.client.v1.MsgUpdateClient,/stride.interchainquery.v1.MsgSubmitQueryResponse tx_hash=C5D1C50C64F1D3BAE5744810452C64BB3DC81C8079A2CABEE712D4ECF1705FCF
dockernet-relayer-gaia-1  | ts=2023-09-05T11:54:24.013916Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=GAIA packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=169866 fees=1909uatom fee_payer=cosmos16lmf7t0jhaatan6vnxlgv47h2wf0k5lnhvye5h height=2490 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgRecvPacket tx_hash=E9AA4A541C1D9D3AC1824C6477E39D94B89F823A7DE877B994873CB386E22121
dockernet-relayer-gaia-1  | ts=2023-09-05T11:54:27.078198Z lvl=info msg="Successful transaction" provider_type=cosmos chain_id=STRIDE packet_src_channel=channel-2 packet_dst_channel=channel-1 gas_used=135956 fees=1571ustrd fee_payer=stride16lmf7t0jhaatan6vnxlgv47h2wf0k5ln58y9qm height=1612 msg_types=/ibc.core.client.v1.MsgUpdateClient,/ibc.core.channel.v1.MsgAcknowledgement tx_hash=7A0BA11D33601A69F5CC4CFE0122BC70AF71505C0198570AC1182CB107A06DAF
